Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 mo Probability,1 mo Supra-Seis Prob,Primary Aftershocks Mean
2.5,5.81195,0.0,16.0,3.0,2.0,0.94666,5.9E-4,2.70718
2.6,4.61542,0.0,13.0,3.0,2.0,0.90586,5.9E-4,2.14997
2.7,3.66735,0.0,11.0,2.0,1.0,0.85073,5.9E-4,1.70932
2.8,2.90932,0.0,9.0,2.0,1.0,0.78415,5.9E-4,1.35465
2.9,2.31094,0.0,8.0,1.0,1.0,0.70817,5.9E-4,1.07526
3.0,1.839,0.0,6.0,1.0,0.0,0.62994,5.9E-4,0.85666
3.1,1.45829,0.0,5.0,1.0,0.0,0.54859,5.9E-4,0.67929
3.2,1.15634,0.0,5.0,0.0,0.0,0.47246,5.9E-4,0.53724
3.3,0.92078,0.0,4.0,0.0,0.0,0.40313,5.9E-4,0.42789
3.4,0.73179,0.0,3.0,0.0,0.0,0.33925,5.9E-4,0.33873
3.5,0.5806,0.0,3.0,0.0,0.0,0.28321,5.9E-4,0.26807
3.6,0.46069,0.0,3.0,0.0,0.0,0.23494,5.9E-4,0.21312
3.7,0.36615,0.0,2.0,0.0,0.0,0.19365,5.9E-4,0.16948
3.8,0.29,0.0,2.0,0.0,0.0,0.1588,5.9E-4,0.13425
3.9,0.22996,0.0,2.0,0.0,0.0,0.13007,5.9E-4,0.10667
4.0,0.18311,0.0,1.0,0.0,0.0,0.10597,5.9E-4,0.08448
4.1,0.14654,0.0,1.0,0.0,0.0,0.08707,5.9E-4,0.06785
4.2,0.11654,0.0,1.0,0.0,0.0,0.07121,5.9E-4,0.05432
4.3,0.09271,0.0,1.0,0.0,0.0,0.05769,5.9E-4,0.04309
4.4,0.07358,0.0,1.0,0.0,0.0,0.0468,5.9E-4,0.03402
4.5,0.05843,0.0,1.0,0.0,0.0,0.03796,5.9E-4,0.02718
4.6,0.0465,0.0,1.0,0.0,0.0,0.031,5.9E-4,0.02183
4.7,0.03699,0.0,0.0,0.0,0.0,0.02498,5.9E-4,0.01732
4.8,0.02899,0.0,0.0,0.0,0.0,0.02004,5.9E-4,0.01362
4.9,0.02261,0.0,0.0,0.0,0.0,0.01595,5.9E-4,0.01062
5.0,0.0181,0.0,0.0,0.0,0.0,0.01282,5.9E-4,0.00856
5.1,0.01406,0.0,0.0,0.0,0.0,0.01009,5.9E-4,0.00654
5.2,0.01101,0.0,0.0,0.0,0.0,0.00803,5.9E-4,0.0051
5.3,0.00873,0.0,0.0,0.0,0.0,0.00643,5.9E-4,0.00397
5.4,0.00666,0.0,0.0,0.0,0.0,0.00502,5.9E-4,0.00306
5.5,0.00527,0.0,0.0,0.0,0.0,0.00406,5.9E-4,0.00244
5.6,0.00413,0.0,0.0,0.0,0.0,0.00318,5.9E-4,0.00188
5.7,0.00325,0.0,0.0,0.0,0.0,0.0025,5.9E-4,0.00147
5.8,0.0024,0.0,0.0,0.0,0.0,0.00182,5.9E-4,0.00101
5.9,0.0018,0.0,0.0,0.0,0.0,0.00137,5.9E-4,7.3E-4
