Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 yr Probability,1 yr Supra-Seis Prob,Primary Aftershocks Mean
2.5,7.5123,0.0,29.0,4.0,2.0,0.92981,1.1E-4,4.26238
2.6,5.96537,0.0,23.0,3.0,1.0,0.89231,1.1E-4,3.38353
2.7,4.74337,0.0,19.0,2.0,1.0,0.84552,1.1E-4,2.69142
2.8,3.7699,0.0,15.0,2.0,1.0,0.78995,1.1E-4,2.14126
2.9,2.99541,0.0,13.0,1.0,0.0,0.7265,1.1E-4,1.69975
3.0,2.38115,0.0,10.0,1.0,0.0,0.66049,1.1E-4,1.34983
3.1,1.89037,0.0,8.0,1.0,0.0,0.59109,1.1E-4,1.0695
3.2,1.50345,0.0,7.0,1.0,0.0,0.52371,1.1E-4,0.85082
3.3,1.1955,0.0,6.0,0.0,0.0,0.45792,1.1E-4,0.67729
3.4,0.94989,0.0,5.0,0.0,0.0,0.39619,1.1E-4,0.53884
3.5,0.75354,0.0,4.0,0.0,0.0,0.33908,1.1E-4,0.42746
3.6,0.59793,0.0,3.0,0.0,0.0,0.28732,1.1E-4,0.3388
3.7,0.47529,0.0,3.0,0.0,0.0,0.24261,1.1E-4,0.26979
3.8,0.37701,0.0,3.0,0.0,0.0,0.20312,1.1E-4,0.21448
3.9,0.29927,0.0,2.0,0.0,0.0,0.16878,1.1E-4,0.16998
4.0,0.23689,0.0,2.0,0.0,0.0,0.13977,1.1E-4,0.13489
4.1,0.18747,0.0,2.0,0.0,0.0,0.11498,1.1E-4,0.10678
4.2,0.1487,0.0,1.0,0.0,0.0,0.09413,1.1E-4,0.08458
4.3,0.11864,0.0,1.0,0.0,0.0,0.07733,1.1E-4,0.0675
4.4,0.09391,0.0,1.0,0.0,0.0,0.06277,1.1E-4,0.05309
4.5,0.07425,0.0,1.0,0.0,0.0,0.05088,1.1E-4,0.04202
4.6,0.0587,0.0,1.0,0.0,0.0,0.0413,1.1E-4,0.03325
4.7,0.04612,0.0,1.0,0.0,0.0,0.03317,1.1E-4,0.02617
4.8,0.03654,0.0,1.0,0.0,0.0,0.0267,1.1E-4,0.02052
4.9,0.02855,0.0,0.0,0.0,0.0,0.02149,1.1E-4,0.01626
5.0,0.02243,0.0,0.0,0.0,0.0,0.01716,1.1E-4,0.01267
5.1,0.01767,0.0,0.0,0.0,0.0,0.01383,1.1E-4,0.01002
5.2,0.01372,0.0,0.0,0.0,0.0,0.01092,1.1E-4,0.00779
5.3,0.01054,0.0,0.0,0.0,0.0,0.00859,1.1E-4,0.00596
5.4,0.00806,0.0,0.0,0.0,0.0,0.00677,1.1E-4,0.00468
5.5,0.00593,0.0,0.0,0.0,0.0,0.00506,1.1E-4,0.00343
5.6,0.00464,0.0,0.0,0.0,0.0,0.00401,1.1E-4,0.00268
5.7,0.00337,0.0,0.0,0.0,0.0,0.00289,1.1E-4,0.00184
5.8,0.00235,0.0,0.0,0.0,0.0,0.00203,1.1E-4,0.00127
5.9,0.00164,0.0,0.0,0.0,0.0,0.00148,1.1E-4,8.8E-4
6.0,0.00114,0.0,0.0,0.0,0.0,0.00101,1.1E-4,5.9E-4
6.1,6.9E-4,0.0,0.0,0.0,0.0,6.2E-4,1.1E-4,3.7E-4
6.2,3.8E-4,0.0,0.0,0.0,0.0,3.5E-4,1.0E-4,1.8E-4
6.3,2.5E-4,0.0,0.0,0.0,0.0,2.2E-4,1.0E-4,8.0E-5
6.4,1.6E-4,0.0,0.0,0.0,0.0,1.5E-4,1.0E-4,5.0E-5
6.5,1.2E-4,0.0,0.0,0.0,0.0,1.1E-4,8.0E-5,4.0E-5
6.6,1.0E-4,0.0,0.0,0.0,0.0,9.0E-5,7.0E-5,4.0E-5
6.7,9.0E-5,0.0,0.0,0.0,0.0,9.0E-5,7.0E-5,4.0E-5
6.8,7.0E-5,0.0,0.0,0.0,0.0,7.0E-5,7.0E-5,4.0E-5
6.9,6.0E-5,0.0,0.0,0.0,0.0,6.0E-5,6.0E-5,4.0E-5
7.0,5.0E-5,0.0,0.0,0.0,0.0,5.0E-5,5.0E-5,3.0E-5
7.1,5.0E-5,0.0,0.0,0.0,0.0,5.0E-5,5.0E-5,3.0E-5
7.2,4.0E-5,0.0,0.0,0.0,0.0,4.0E-5,4.0E-5,2.0E-5
7.3,4.0E-5,0.0,0.0,0.0,0.0,4.0E-5,4.0E-5,2.0E-5
7.4,4.0E-5,0.0,0.0,0.0,0.0,4.0E-5,4.0E-5,2.0E-5
7.5,4.0E-5,0.0,0.0,0.0,0.0,4.0E-5,4.0E-5,2.0E-5
7.6,3.0E-5,0.0,0.0,0.0,0.0,3.0E-5,3.0E-5,1.0E-5
7.7,3.0E-5,0.0,0.0,0.0,0.0,3.0E-5,3.0E-5,1.0E-5
7.8,2.0E-5,0.0,0.0,0.0,0.0,2.0E-5,2.0E-5,1.0E-5
7.9,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,0.0
8.0,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,0.0
