Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,10 yr Probability,10 yr Supra-Seis Prob,Primary Aftershocks Mean
2.5,1.39905,0.0,5.0,0.0,0.0,0.27537,1.0E-4,0.36604
2.6,1.11479,0.0,4.0,0.0,0.0,0.23872,1.0E-4,0.29293
2.7,0.88687,0.0,3.0,0.0,0.0,0.20491,1.0E-4,0.23414
2.8,0.70389,0.0,3.0,0.0,0.0,0.17412,1.0E-4,0.18654
2.9,0.55963,0.0,2.0,0.0,0.0,0.14714,1.0E-4,0.14824
3.0,0.44462,0.0,2.0,0.0,0.0,0.12399,1.0E-4,0.11767
3.1,0.35218,0.0,2.0,0.0,0.0,0.10376,1.0E-4,0.09361
3.2,0.27943,0.0,1.0,0.0,0.0,0.08674,1.0E-4,0.07469
3.3,0.22199,0.0,1.0,0.0,0.0,0.07159,1.0E-4,0.05906
3.4,0.17549,0.0,1.0,0.0,0.0,0.05896,1.0E-4,0.04703
3.5,0.13937,0.0,1.0,0.0,0.0,0.04858,1.0E-4,0.03749
3.6,0.11079,0.0,1.0,0.0,0.0,0.0398,1.0E-4,0.02937
3.7,0.08808,0.0,1.0,0.0,0.0,0.0325,1.0E-4,0.02315
3.8,0.07059,0.0,1.0,0.0,0.0,0.02687,1.0E-4,0.01849
3.9,0.05614,0.0,0.0,0.0,0.0,0.02179,1.0E-4,0.01451
4.0,0.04457,0.0,0.0,0.0,0.0,0.01776,1.0E-4,0.01133
4.1,0.03526,0.0,0.0,0.0,0.0,0.01456,1.0E-4,0.0089
4.2,0.02753,0.0,0.0,0.0,0.0,0.01159,1.0E-4,0.00699
4.3,0.02198,0.0,0.0,0.0,0.0,0.00943,1.0E-4,0.00563
4.4,0.01765,0.0,0.0,0.0,0.0,0.00778,1.0E-4,0.00455
4.5,0.014,0.0,0.0,0.0,0.0,0.00615,1.0E-4,0.00364
4.6,0.01112,0.0,0.0,0.0,0.0,0.0049,1.0E-4,0.00278
4.7,0.00901,0.0,0.0,0.0,0.0,0.00416,1.0E-4,0.00229
4.8,0.00704,0.0,0.0,0.0,0.0,0.00332,1.0E-4,0.0018
4.9,0.00563,0.0,0.0,0.0,0.0,0.0027,1.0E-4,0.00144
5.0,0.00448,0.0,0.0,0.0,0.0,0.00221,1.0E-4,0.00118
5.1,0.00339,0.0,0.0,0.0,0.0,0.00179,1.0E-4,8.9E-4
5.2,0.00266,0.0,0.0,0.0,0.0,0.00147,1.0E-4,7.0E-4
5.3,0.00211,0.0,0.0,0.0,0.0,0.00122,1.0E-4,6.2E-4
