Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 d Probability,1 d Supra-Seis Prob,Primary Aftershocks Mean
2.5,0.09201,0.0,1.0,0.0,0.0,0.05717,0.0,0.04747
2.6,0.0726,0.0,1.0,0.0,0.0,0.04601,0.0,0.03748
2.7,0.05741,0.0,1.0,0.0,0.0,0.03714,0.0,0.02961
2.8,0.04583,0.0,1.0,0.0,0.0,0.03036,0.0,0.0238
2.9,0.03634,0.0,0.0,0.0,0.0,0.02483,0.0,0.01907
3.0,0.02891,0.0,0.0,0.0,0.0,0.01996,0.0,0.01523
3.1,0.02279,0.0,0.0,0.0,0.0,0.01606,0.0,0.01196
3.2,0.01806,0.0,0.0,0.0,0.0,0.01296,0.0,0.00954
3.3,0.01436,0.0,0.0,0.0,0.0,0.01046,0.0,0.00754
3.4,0.01161,0.0,0.0,0.0,0.0,0.00856,0.0,0.00604
3.5,0.00928,0.0,0.0,0.0,0.0,0.00688,0.0,0.00474
3.6,0.00756,0.0,0.0,0.0,0.0,0.00559,0.0,0.00374
3.7,0.00603,0.0,0.0,0.0,0.0,0.0045,0.0,0.00299
3.8,0.00477,0.0,0.0,0.0,0.0,0.00369,0.0,0.0024
3.9,0.00382,0.0,0.0,0.0,0.0,0.00298,0.0,0.00195
4.0,0.00308,0.0,0.0,0.0,0.0,0.00242,0.0,0.00154
4.1,0.00228,0.0,0.0,0.0,0.0,0.00181,0.0,0.00108
4.2,0.00181,0.0,0.0,0.0,0.0,0.00147,0.0,8.9E-4
4.3,0.00136,0.0,0.0,0.0,0.0,0.00111,0.0,6.5E-4
4.4,0.00115,0.0,0.0,0.0,0.0,9.5E-4,0.0,5.3E-4
4.5,9.6E-4,0.0,0.0,0.0,0.0,8.0E-4,0.0,4.4E-4
4.6,7.2E-4,0.0,0.0,0.0,0.0,6.0E-4,0.0,3.1E-4
4.7,5.6E-4,0.0,0.0,0.0,0.0,4.7E-4,0.0,2.4E-4
4.8,4.8E-4,0.0,0.0,0.0,0.0,4.1E-4,0.0,2.0E-4
4.9,4.0E-4,0.0,0.0,0.0,0.0,3.5E-4,0.0,1.6E-4
5.0,3.5E-4,0.0,0.0,0.0,0.0,3.1E-4,0.0,1.5E-4
5.1,2.6E-4,0.0,0.0,0.0,0.0,2.3E-4,0.0,1.1E-4
5.2,2.2E-4,0.0,0.0,0.0,0.0,2.0E-4,0.0,1.1E-4
5.3,2.0E-4,0.0,0.0,0.0,0.0,1.8E-4,0.0,1.0E-4
5.4,1.4E-4,0.0,0.0,0.0,0.0,1.2E-4,0.0,6.0E-5
5.5,1.2E-4,0.0,0.0,0.0,0.0,1.0E-4,0.0,5.0E-5
5.6,8.0E-5,0.0,0.0,0.0,0.0,7.0E-5,0.0,4.0E-5
5.7,6.0E-5,0.0,0.0,0.0,0.0,6.0E-5,0.0,3.0E-5
5.8,5.0E-5,0.0,0.0,0.0,0.0,5.0E-5,0.0,2.0E-5
5.9,3.0E-5,0.0,0.0,0.0,0.0,3.0E-5,0.0,1.0E-5
6.0,2.0E-5,0.0,0.0,0.0,0.0,2.0E-5,0.0,1.0E-5
6.1,2.0E-5,0.0,0.0,0.0,0.0,2.0E-5,0.0,1.0E-5
6.2,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,0.0,1.0E-5
6.3,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,0.0,1.0E-5
6.4,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,0.0,1.0E-5
6.5,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,0.0,1.0E-5
6.6,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,0.0,1.0E-5
6.7,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,0.0,1.0E-5
6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
