Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,10 yr Probability,10 yr Supra-Seis Prob,Primary Aftershocks Mean
2.5,9.6511,0.0,15.0,2.0,1.0,0.87034,7.3E-4,1.89155
2.6,7.67756,0.0,13.0,2.0,1.0,0.80874,7.3E-4,1.508
2.7,6.09938,0.0,10.0,1.0,1.0,0.73682,7.3E-4,1.19897
2.8,4.84797,0.0,9.0,1.0,0.0,0.65964,7.3E-4,0.95538
2.9,3.85391,0.0,7.0,1.0,0.0,0.58125,7.3E-4,0.75932
3.0,3.06365,0.0,6.0,1.0,0.0,0.50578,7.3E-4,0.60404
3.1,2.43309,0.0,5.0,0.0,0.0,0.43365,7.3E-4,0.47898
3.2,1.93282,0.0,4.0,0.0,0.0,0.36822,7.3E-4,0.38107
3.3,1.53608,0.0,4.0,0.0,0.0,0.30905,7.3E-4,0.30216
3.4,1.21939,0.0,3.0,0.0,0.0,0.25738,7.3E-4,0.23878
3.5,0.96691,0.0,3.0,0.0,0.0,0.21419,7.3E-4,0.18951
3.6,0.76687,0.0,2.0,0.0,0.0,0.17826,7.3E-4,0.15139
3.7,0.60771,0.0,2.0,0.0,0.0,0.14693,7.3E-4,0.11987
3.8,0.48073,0.0,2.0,0.0,0.0,0.12046,7.3E-4,0.09508
3.9,0.38259,0.0,2.0,0.0,0.0,0.09879,7.3E-4,0.07529
4.0,0.30274,0.0,1.0,0.0,0.0,0.08035,7.3E-4,0.05962
4.1,0.24107,0.0,1.0,0.0,0.0,0.06596,7.3E-4,0.0477
4.2,0.19158,0.0,1.0,0.0,0.0,0.05375,7.3E-4,0.03773
4.3,0.15268,0.0,1.0,0.0,0.0,0.04355,7.3E-4,0.02974
4.4,0.12086,0.0,1.0,0.0,0.0,0.03481,7.3E-4,0.02313
4.5,0.09493,0.0,1.0,0.0,0.0,0.02822,7.3E-4,0.01822
4.6,0.07462,0.0,0.0,0.0,0.0,0.023,7.3E-4,0.0145
4.7,0.05888,0.0,0.0,0.0,0.0,0.01866,7.3E-4,0.01141
4.8,0.04631,0.0,0.0,0.0,0.0,0.01487,7.3E-4,0.00888
4.9,0.03662,0.0,0.0,0.0,0.0,0.01206,7.3E-4,0.00687
5.0,0.02876,0.0,0.0,0.0,0.0,0.00977,7.3E-4,0.00538
5.1,0.02269,0.0,0.0,0.0,0.0,0.00795,7.3E-4,0.00428
5.2,0.01797,0.0,0.0,0.0,0.0,0.00647,7.3E-4,0.00347
5.3,0.01437,0.0,0.0,0.0,0.0,0.00524,7.3E-4,0.00272
5.4,0.01107,0.0,0.0,0.0,0.0,0.00408,7.3E-4,0.002
5.5,0.00871,0.0,0.0,0.0,0.0,0.00341,7.3E-4,0.00156
5.6,0.00682,0.0,0.0,0.0,0.0,0.00283,7.3E-4,0.0013
5.7,0.00518,0.0,0.0,0.0,0.0,0.00226,7.3E-4,0.001
5.8,0.00384,0.0,0.0,0.0,0.0,0.00178,7.3E-4,8.3E-4
5.9,0.0028,0.0,0.0,0.0,0.0,0.00149,7.3E-4,7.0E-4
6.0,0.00201,0.0,0.0,0.0,0.0,0.00121,7.3E-4,5.2E-4
6.1,0.00156,0.0,0.0,0.0,0.0,0.00104,7.3E-4,4.2E-4
6.2,0.00122,0.0,0.0,0.0,0.0,8.4E-4,7.3E-4,3.3E-4
6.3,9.8E-4,0.0,0.0,0.0,0.0,7.1E-4,6.5E-4,2.9E-4
6.4,8.2E-4,0.0,0.0,0.0,0.0,6.6E-4,6.4E-4,2.9E-4
6.5,7.0E-4,0.0,0.0,0.0,0.0,5.7E-4,5.7E-4,2.7E-4
6.6,4.9E-4,0.0,0.0,0.0,0.0,4.2E-4,4.2E-4,2.0E-4
